Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
From Potter's Field,"The sixth book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell. 'America's most chilling writer of crime fiction' The Times Christmas had never been a particularly good time for Dr Kay Scarpetta. Although a holiday for most, it always seem to heighten the alienation felt by society's violent fringe; and that usually means more work for Scarpetta, Virginia's Chief Medical Examiner. The body was naked, female and found propped against a fountain in a bleak area of New York's Central Park. Her apparent manner of death points to a modus operandi that is chillingly familiar: the gunshot wound to the head, the sections of skin excised from the body, the displayed corpse - all suggest that Temple Brooks Gault, Scarpetta's nemesis, is back at work. Calling on all her reserves of courage and skill, and the able assistance of colleagues Marino and Wesley, Scarpetta must track this most dangerous of killers in pursuit of survival as well as justice - heading inexorably to an electrifying climax amid the dark, menacing labyrinths of the New York subway. Praise for the groundbreaking series: 'One of the best crime writers writing today' Guardian 'Devilishly clever' Sunday Times 'The top gun in this field' Daily Telegraph 'Forget the pretenders. Cornwell reigns' Mirror 'The Agatha Christie of the DNA age' Express",['Patricia Cornwell'],http://books.google.com/books/content?id=prefgSxnGOwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=prefgSxnGOwC&printsec=frontcover&dq=From+Potter%27s+Field&hl=&cd=1&source=gbs_api,Hachette UK,2008-09-04,https://play.google.com/store/books/details?id=prefgSxnGOwC&source=gbs_api,['Fiction'],19.0
Love Rekindled: A Novel,"Can a forsaken wife forgive her wayward husband who wants to return after years of chasing after his own pleasures? A crisis forces a fractured family to face their hurts, fears, and longings. He seems to have changed, but can his family trust him? Here's a delightfully subtle relationship story with a twist--It's told from the man's point of view.",['Candi Adermatt'],http://books.google.com/books/content?id=_KO3wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=_KO3wAEACAAJ&dq=Love+Rekindled:+A+Novel&hl=&cd=1&source=gbs_api,Cladach Pub,2004,http://books.google.nl/books?id=_KO3wAEACAAJ&dq=Love+Rekindled:+A+Novel&hl=&source=gbs_api,['Fiction'],
Close to Home Revisited,,['John McPherson'],http://books.google.com/books/content?id=_MUKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=_MUKAAAACAAJ&dq=Close+to+Home+Revisited&hl=&cd=1&source=gbs_api,Andrews McMeel Publishing,1995-09-01,http://books.google.nl/books?id=_MUKAAAACAAJ&dq=Close+to+Home+Revisited&hl=&source=gbs_api,['Humor'],
The Starchild Trilogy,"The mysterious being, Starchild, threatens to extinguish the Earth's sun and destroy its ruler, the Plan of Man","['Frederik Pohl', 'Jack Williamson']",http://books.google.com/books/content?id=xaF6P2cordAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=xaF6P2cordAC&q=The+Starchild+Trilogy&dq=The+Starchild+Trilogy&hl=&cd=1&source=gbs_api,,1986,http://books.google.nl/books?id=xaF6P2cordAC&dq=The+Starchild+Trilogy&hl=&source=gbs_api,['Fiction'],1.0
Study Guide for Use With Financial Accounting,,"['Walter B. Meigs', 'Robert F. Meigs']",,http://books.google.nl/books?id=T5k3swEACAAJ&dq=Study+Guide+for+Use+With+Financial+Accounting&hl=&cd=1&source=gbs_api,,1979,http://books.google.nl/books?id=T5k3swEACAAJ&dq=Study+Guide+for+Use+With+Financial+Accounting&hl=&source=gbs_api,['Accounting'],
Lost Cities of Africa and Arabia (The Lost City Series),"Join Childress as he discovers forbidden cities in the Empty Quarter of Arabia, 'Atlantean' ruins in Egypt and the Kalahari desert; a mysterious, ancient empire in the Sahara; and more. This is an extraordinary life on the road: across war torn countries Childress searches for King Solomon's Mines, living dinosaurs, the Ark of the Covenant and the solutions to the fantastic mysteries of the past.",['David Hatcher Childress'],http://books.google.com/books/content?id=prq6ykijSyQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=prq6ykijSyQC&printsec=frontcover&dq=Lost+Cities+of+Africa+and+Arabia+(The+Lost+City+Series)&hl=&cd=1&source=gbs_api,Adventures Unlimited Press,1989,http://books.google.nl/books?id=prq6ykijSyQC&dq=Lost+Cities+of+Africa+and+Arabia+(The+Lost+City+Series)&hl=&source=gbs_api,"['Body, Mind & Spirit']",2.0
Lincoln reconsidered;: Essays on the Civil War era,"A “brilliant” look at America’s sixteenth president by the New York Times–bestselling, Pulitzer Prize–winning author of Lincoln (American Historical Review). First published in 1956 and revised and updated for the twenty-first century, Lincoln Reconsidered is a masterpiece of Civil War scholarship. In a dozen eloquent, witty, and incisive essays, the author of the definitive biography of Abraham Lincoln offers a fresh perspective on topics previously shrouded in myth and hagiography and brings the president’s tough-mindedness, strategic acumen, and political flexibility into sharp focus. From Lincoln’s patchwork education to his contradictory interpretations of the Constitution and the legacy of the Founding Fathers, David Herbert Donald reveals the legal mind behind the legend of the Great Emancipator. “Toward a Reconsideration of the Abolitionists” sheds new light on the radicalism of the antislavery movement, while “Herndon and Mary Lincoln” brilliantly characterizes the complicated relationship between two of the president’s closest companions. “Getting Right with Lincoln” and “The Folklore Lincoln” draw on the methods of cultural anthropology to produce a provocative analysis of Lincoln as symbol. No historian has done more to enhance our understanding of Lincoln’s presidency and the causes and effects of the Civil War than Donald. Lincoln Reconsidered is an entertaining and accessible introduction to his work and a must-read for every student of American history.",['David Herbert Donald'],http://books.google.com/books/content?id=FkN_CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=FkN_CwAAQBAJ&printsec=frontcover&dq=Lincoln+reconsidered%3B:+Essays+on+the+Civil+War+era&hl=&cd=1&source=gbs_api,Open Road Media,2016-03-22,https://play.google.com/store/books/details?id=FkN_CwAAQBAJ&source=gbs_api,['History'],
Economics in one lesson,"With over a million copies sold, Economics in One Lesson is an essential guide to the basics of economic theory. A fundamental influence on modern libertarianism, Hazlitt defends capitalism and the free market from economic myths that persist to this day. Considered among the leading economic thinkers of the “Austrian School,” which includes Carl Menger, Ludwig von Mises, Friedrich (F.A.) Hayek, and others, Henry Hazlitt (1894-1993), was a libertarian philosopher, an economist, and a journalist. He was the founding vice-president of the Foundation for Economic Education and an early editor of The Freeman magazine, an influential libertarian publication. Hazlitt wrote Economics in One Lesson, his seminal work, in 1946. Concise and instructive, it is also deceptively prescient and far-reaching in its efforts to dissemble economic fallacies that are so prevalent they have almost become a new orthodoxy. Economic commentators across the political spectrum have credited Hazlitt with foreseeing the collapse of the global economy which occurred more than 50 years after the initial publication of Economics in One Lesson. Hazlitt’s focus on non-governmental solutions, strong — and strongly reasoned — anti-deficit position, and general emphasis on free markets, economic liberty of individuals, and the dangers of government intervention make Economics in One Lesson every bit as relevant and valuable today as it has been since publication.",['Henry Hazlitt'],http://books.google.com/books/content?id=A50iBxwt7qMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=A50iBxwt7qMC&printsec=frontcover&dq=Economics+in+one+lesson&hl=&cd=1&source=gbs_api,Currency,2010-08-11,https://play.google.com/store/books/details?id=A50iBxwt7qMC&source=gbs_api,['Business & Economics'],18.0
Poltergeist: The Legacy 01: The Hidden Saint,The ghostly visitation from a young boy killed in a terrorist bombing sends Alex Moreau on a journey to keep the child's mother from a desperate act that would endanger her own soul and unleash an evil force on the world,['Rick Hautala'],http://books.google.com/books/content?id=6WauryMq5ZEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=6WauryMq5ZEC&q=Poltergeist:+The+Legacy+01:+The+Hidden+Saint&dq=Poltergeist:+The+Legacy+01:+The+Hidden+Saint&hl=&cd=1&source=gbs_api,,1999,http://books.google.nl/books?id=6WauryMq5ZEC&dq=Poltergeist:+The+Legacy+01:+The+Hidden+Saint&hl=&source=gbs_api,['Fiction'],
"Introduction to mathematical philosophy, (Library of Philosophy)",,['Bertrand Russell'],,"http://books.google.nl/books?id=0oFgxAEACAAJ&dq=Introduction+to+mathematical+philosophy,+(Library+of+Philosophy)&hl=&cd=1&source=gbs_api",,1948,"http://books.google.nl/books?id=0oFgxAEACAAJ&dq=Introduction+to+mathematical+philosophy,+(Library+of+Philosophy)&hl=&source=gbs_api",['Mathematics'],
Chocolate: The Sweet History,"Complete with recipes, a guide provides an informative review of the history of chocolate by explaining where it originated, how it was originally used and by whom, how it is grown and processed, how it came to be made into tasty treats in modern times, and more. Simultaneous.",['Sandra Markle'],http://books.google.com/books/content?id=k3dtSRXAWkUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=k3dtSRXAWkUC&q=Chocolate:+The+Sweet+History&dq=Chocolate:+The+Sweet+History&hl=&cd=1&source=gbs_api,Smart about History,2005,http://books.google.nl/books?id=k3dtSRXAWkUC&dq=Chocolate:+The+Sweet+History&hl=&source=gbs_api,['Juvenile Nonfiction'],2.0
Book of KidsSongs 2: A Holler-Along Handbook For Home Or On The Range with Book (Bk. 2),,,http://books.google.com/books/content?id=zdTiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=zdTiAAAAMAAJ&q=Book+of+KidsSongs+2:+A+Holler-Along+Handbook+For+Home+Or+On+The+Range+with+Book+(Bk.+2)&dq=Book+of+KidsSongs+2:+A+Holler-Along+Handbook+For+Home+Or+On+The+Range+with+Book+(Bk.+2)&hl=&cd=1&source=gbs_api,,1998,http://books.google.nl/books?id=zdTiAAAAMAAJ&dq=Book+of+KidsSongs+2:+A+Holler-Along+Handbook+For+Home+Or+On+The+Range+with+Book+(Bk.+2)&hl=&source=gbs_api,['Audiocassettes for children'],
Important trees of the Ryukyu Islands (Tokubetsu hokoku),"This book challenges the conventional view of Japanese society as monocultural and homogenous. Unique for its historical breadth and interdisciplinary orientation, Multicultural Japan ranges from prehistory to the present, arguing that cultural diversity has always existed in Japan. A timely and provocative discussion of identity politics regarding the question of 'Japaneseness', the book traces the origins of the Japanese, examining Japan's indigenous people and the politics of archaeology, using the latter to link Japan's ancient history with contemporary debates on identity. Also examined are Japan's historical connections with Europe and East and Southeast Asia, ideology, family, culture and past and present.","['Donald Denoon', 'Mark Hudson', 'Gavan McCormack', 'Tessa Morris-Suzuki']",http://books.google.com/books/content?id=XUw6kiX9LQ0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=XUw6kiX9LQ0C&pg=PA115&dq=Important+trees+of+the+Ryukyu+Islands+(Tokubetsu+hokoku)&hl=&cd=1&source=gbs_api,Cambridge University Press,2001-11-20,http://books.google.nl/books?id=XUw6kiX9LQ0C&dq=Important+trees+of+the+Ryukyu+Islands+(Tokubetsu+hokoku)&hl=&source=gbs_api,['Biography & Autobiography'],
The Web That Has No Weaver: Understanding Chinese Medicine,"A Doody’s Core Title for 2021! The Web That Has No Weaver is the classic, comprehensive guide to the theory and practice of Chinese alternative medicine. This accessible and invaluable resource has earned its place as the foremost authority in synthesizing Western and Eastern healing practices. This revised edition is the product of years of further reflection on ancient Chinese sources and active involvement in cutting-edge scientific research.",['Ted J. Kaptchuk'],http://books.google.com/books/content?id=nZH7_9jULnYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=nZH7_9jULnYC&q=The+Web+That+Has+No+Weaver:+Understanding+Chinese+Medicine&dq=The+Web+That+Has+No+Weaver:+Understanding+Chinese+Medicine&hl=&cd=1&source=gbs_api,McGraw-Hill Education,2000,http://books.google.nl/books?id=nZH7_9jULnYC&dq=The+Web+That+Has+No+Weaver:+Understanding+Chinese+Medicine&hl=&source=gbs_api,['Health & Fitness'],1.0
A Titanic Journey Across the Sea 1912 (American Sisters),"When sisters Erna and Alfreda Anderson set sail for America to join their father in Chicago, they have no idea what the fate of the luxury liner Titanic will be. Reprint.",['Laurie Lawlor'],http://books.google.com/books/content?id=k7VPWX83HRsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=k7VPWX83HRsC&printsec=frontcover&dq=A+Titanic+Journey+Across+the+Sea+1912+(American+Sisters)&hl=&cd=1&source=gbs_api,Simon and Schuster,2000-11-01,http://books.google.nl/books?id=k7VPWX83HRsC&dq=A+Titanic+Journey+Across+the+Sea+1912+(American+Sisters)&hl=&source=gbs_api,['Juvenile Nonfiction'],2.0
The ABAP Quick Reference,"Describes all ABAP commands, up to and including release 7.0, in alphabetical order, as well as Dynpro flow logic statements and simple transformation (ST) commands.",['Horst Keller'],http://books.google.com/books/content?id=aVa-PAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=aVa-PAAACAAJ&dq=The+ABAP+Quick+Reference&hl=&cd=1&source=gbs_api,SAP PRESS,2005,http://books.google.nl/books?id=aVa-PAAACAAJ&dq=The+ABAP+Quick+Reference&hl=&source=gbs_api,['ABAP/4 (Computer program language)'],1.0
Tales from silver lands,"Atmospheric woodcuts illustrate this Newbery Award-winning collection of 19 South American folktales. Fables of talking animals, witches, giants, and ordinary people in supernatural settings provide insights into regional values and culture.",['Charles J. Finger'],http://books.google.com/books/content?id=TM02DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=TM02DwAAQBAJ&printsec=frontcover&dq=Tales+from+silver+lands&hl=&cd=1&source=gbs_api,Courier Dover Publications,2017-09-20,https://play.google.com/store/books/details?id=TM02DwAAQBAJ&source=gbs_api,['Juvenile Fiction'],2.0
